scope_id,quarter_id,plant,work_center,prior_quarter_bottleneck_flag,prior_quarter_overload_hours,prior_quarter_mitigation_used,carry_over_capacity_risk_flag,learning_note
mvp_3plant,2026-Q3,NW01,P01_NW01_EXTRUSION_1,True,327437.98,no_lever_available,True,"NW01/P01_NW01_EXTRUSION_1: bottleneck persisted from 2026-Q2 into 2026-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q4,NW01,P01_NW01_EXTRUSION_1,True,326142.8,no_lever_available,True,"NW01/P01_NW01_EXTRUSION_1: bottleneck persisted from 2026-Q3 into 2026-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q1,NW01,P01_NW01_EXTRUSION_1,True,320313.77,no_lever_available,True,"NW01/P01_NW01_EXTRUSION_1: bottleneck persisted from 2026-Q4 into 2027-Q1 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q2,NW01,P01_NW01_EXTRUSION_1,True,330756.05,no_lever_available,True,"NW01/P01_NW01_EXTRUSION_1: bottleneck persisted from 2027-Q1 into 2027-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q3,NW01,P01_NW01_EXTRUSION_1,True,327317.33,no_lever_available,True,"NW01/P01_NW01_EXTRUSION_1: bottleneck persisted from 2027-Q2 into 2027-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q4,NW01,P01_NW01_EXTRUSION_1,True,330231.04,no_lever_available,True,"NW01/P01_NW01_EXTRUSION_1: bottleneck persisted from 2027-Q3 into 2027-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q1,NW01,P01_NW01_EXTRUSION_1,True,304148.8,no_lever_available,True,"NW01/P01_NW01_EXTRUSION_1: bottleneck persisted from 2027-Q4 into 2028-Q1 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q2,NW01,P01_NW01_EXTRUSION_1,True,315103.73,no_lever_available,True,"NW01/P01_NW01_EXTRUSION_1: bottleneck persisted from 2028-Q1 into 2028-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q3,NW01,P01_NW01_EXTRUSION_1,True,321262.78,no_lever_available,True,"NW01/P01_NW01_EXTRUSION_1: bottleneck persisted from 2028-Q2 into 2028-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q4,NW01,P01_NW01_EXTRUSION_1,True,318704.17,no_lever_available,True,"NW01/P01_NW01_EXTRUSION_1: bottleneck persisted from 2028-Q3 into 2028-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q1,NW01,P01_NW01_GRINDING_1,False,0.0,no_lever_available,False,NW01/P01_NW01_GRINDING_1: no prior quarter data — first planning period
mvp_3plant,2026-Q2,NW01,P01_NW01_GRINDING_1,True,605152.32,no_lever_available,True,"NW01/P01_NW01_GRINDING_1: bottleneck persisted from 2026-Q1 into 2026-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q3,NW01,P01_NW01_GRINDING_1,True,610252.15,no_lever_available,True,"NW01/P01_NW01_GRINDING_1: bottleneck persisted from 2026-Q2 into 2026-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q4,NW01,P01_NW01_GRINDING_1,True,604882.52,no_lever_available,True,"NW01/P01_NW01_GRINDING_1: bottleneck persisted from 2026-Q3 into 2026-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q1,NW01,P01_NW01_GRINDING_1,True,609327.41,no_lever_available,True,"NW01/P01_NW01_GRINDING_1: bottleneck persisted from 2026-Q4 into 2027-Q1 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q2,NW01,P01_NW01_GRINDING_1,True,612906.76,no_lever_available,True,"NW01/P01_NW01_GRINDING_1: bottleneck persisted from 2027-Q1 into 2027-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q3,NW01,P01_NW01_GRINDING_1,True,605777.84,no_lever_available,True,"NW01/P01_NW01_GRINDING_1: bottleneck persisted from 2027-Q2 into 2027-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q4,NW01,P01_NW01_GRINDING_1,True,603613.97,no_lever_available,True,"NW01/P01_NW01_GRINDING_1: bottleneck persisted from 2027-Q3 into 2027-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q1,NW01,P01_NW01_GRINDING_1,True,607292.66,no_lever_available,True,"NW01/P01_NW01_GRINDING_1: bottleneck persisted from 2027-Q4 into 2028-Q1 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q2,NW01,P01_NW01_GRINDING_1,True,616713.66,no_lever_available,True,"NW01/P01_NW01_GRINDING_1: bottleneck persisted from 2028-Q1 into 2028-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q3,NW01,P01_NW01_GRINDING_1,True,616128.57,no_lever_available,True,"NW01/P01_NW01_GRINDING_1: bottleneck persisted from 2028-Q2 into 2028-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q4,NW01,P01_NW01_GRINDING_1,True,611100.29,no_lever_available,True,"NW01/P01_NW01_GRINDING_1: bottleneck persisted from 2028-Q3 into 2028-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q1,NW01,P01_NW01_PRESS_1,False,0.0,no_lever_available,False,NW01/P01_NW01_PRESS_1: no prior quarter data — first planning period
mvp_3plant,2026-Q2,NW01,P01_NW01_PRESS_1,True,556851.41,no_lever_available,True,"NW01/P01_NW01_PRESS_1: bottleneck persisted from 2026-Q1 into 2026-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q3,NW01,P01_NW01_PRESS_1,True,599051.18,no_lever_available,True,"NW01/P01_NW01_PRESS_1: bottleneck persisted from 2026-Q2 into 2026-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q4,NW01,P01_NW01_PRESS_1,True,568484.0,no_lever_available,True,"NW01/P01_NW01_PRESS_1: bottleneck persisted from 2026-Q3 into 2026-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q1,NW01,P01_NW01_PRESS_1,True,564583.77,no_lever_available,True,"NW01/P01_NW01_PRESS_1: bottleneck persisted from 2026-Q4 into 2027-Q1 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q2,NW01,P01_NW01_PRESS_1,True,600076.48,no_lever_available,True,"NW01/P01_NW01_PRESS_1: bottleneck persisted from 2027-Q1 into 2027-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q3,NW01,P01_NW01_PRESS_1,True,577840.85,no_lever_available,True,"NW01/P01_NW01_PRESS_1: bottleneck persisted from 2027-Q2 into 2027-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q4,NW01,P01_NW01_PRESS_1,True,583901.3,no_lever_available,True,"NW01/P01_NW01_PRESS_1: bottleneck persisted from 2027-Q3 into 2027-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q1,NW01,P01_NW01_PRESS_1,True,570433.9,no_lever_available,True,"NW01/P01_NW01_PRESS_1: bottleneck persisted from 2027-Q4 into 2028-Q1 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q2,NW01,P01_NW01_PRESS_1,True,561880.21,no_lever_available,True,"NW01/P01_NW01_PRESS_1: bottleneck persisted from 2028-Q1 into 2028-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q3,NW01,P01_NW01_PRESS_1,True,583230.81,no_lever_available,True,"NW01/P01_NW01_PRESS_1: bottleneck persisted from 2028-Q2 into 2028-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q4,NW01,P01_NW01_PRESS_1,True,591453.66,no_lever_available,True,"NW01/P01_NW01_PRESS_1: bottleneck persisted from 2028-Q3 into 2028-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q1,NW01,P01_NW01_PRESS_2,False,0.0,no_lever_available,False,NW01/P01_NW01_PRESS_2: no prior quarter data — first planning period
mvp_3plant,2026-Q2,NW01,P01_NW01_PRESS_2,True,492862.87,no_lever_available,True,"NW01/P01_NW01_PRESS_2: bottleneck persisted from 2026-Q1 into 2026-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q3,NW01,P01_NW01_PRESS_2,True,482463.59,no_lever_available,True,"NW01/P01_NW01_PRESS_2: bottleneck persisted from 2026-Q2 into 2026-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q4,NW01,P01_NW01_PRESS_2,True,491048.89,no_lever_available,True,"NW01/P01_NW01_PRESS_2: bottleneck persisted from 2026-Q3 into 2026-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q1,NW01,P01_NW01_PRESS_2,True,484734.42,no_lever_available,True,"NW01/P01_NW01_PRESS_2: bottleneck persisted from 2026-Q4 into 2027-Q1 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q2,NW01,P01_NW01_PRESS_2,True,485848.43,no_lever_available,True,"NW01/P01_NW01_PRESS_2: bottleneck persisted from 2027-Q1 into 2027-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q3,NW01,P01_NW01_PRESS_2,True,494603.25,no_lever_available,True,"NW01/P01_NW01_PRESS_2: bottleneck persisted from 2027-Q2 into 2027-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q4,NW01,P01_NW01_PRESS_2,True,492322.74,no_lever_available,True,"NW01/P01_NW01_PRESS_2: bottleneck persisted from 2027-Q3 into 2027-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q1,NW01,P01_NW01_PRESS_2,True,485429.03,no_lever_available,True,"NW01/P01_NW01_PRESS_2: bottleneck persisted from 2027-Q4 into 2028-Q1 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q2,NW01,P01_NW01_PRESS_2,True,491280.33,no_lever_available,True,"NW01/P01_NW01_PRESS_2: bottleneck persisted from 2028-Q1 into 2028-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q3,NW01,P01_NW01_PRESS_2,True,494190.08,no_lever_available,True,"NW01/P01_NW01_PRESS_2: bottleneck persisted from 2028-Q2 into 2028-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q4,NW01,P01_NW01_PRESS_2,True,505041.26,no_lever_available,True,"NW01/P01_NW01_PRESS_2: bottleneck persisted from 2028-Q3 into 2028-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q1,NW01,P01_NW01_PRESS_3,False,0.0,no_lever_available,False,NW01/P01_NW01_PRESS_3: no prior quarter data — first planning period
mvp_3plant,2026-Q2,NW01,P01_NW01_PRESS_3,True,349399.3,no_lever_available,True,"NW01/P01_NW01_PRESS_3: bottleneck persisted from 2026-Q1 into 2026-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q3,NW01,P01_NW01_PRESS_3,True,367891.66,no_lever_available,True,"NW01/P01_NW01_PRESS_3: bottleneck persisted from 2026-Q2 into 2026-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q4,NW01,P01_NW01_PRESS_3,True,345670.94,no_lever_available,True,"NW01/P01_NW01_PRESS_3: bottleneck persisted from 2026-Q3 into 2026-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q1,NW01,P01_NW01_PRESS_3,True,336691.5,no_lever_available,True,"NW01/P01_NW01_PRESS_3: bottleneck persisted from 2026-Q4 into 2027-Q1 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q2,NW01,P01_NW01_PRESS_3,True,343154.21,no_lever_available,True,"NW01/P01_NW01_PRESS_3: bottleneck persisted from 2027-Q1 into 2027-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q3,NW01,P01_NW01_PRESS_3,True,353990.18,no_lever_available,True,"NW01/P01_NW01_PRESS_3: bottleneck persisted from 2027-Q2 into 2027-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q4,NW01,P01_NW01_PRESS_3,True,357767.51,no_lever_available,True,"NW01/P01_NW01_PRESS_3: bottleneck persisted from 2027-Q3 into 2027-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q1,NW01,P01_NW01_PRESS_3,True,339325.52,no_lever_available,True,"NW01/P01_NW01_PRESS_3: bottleneck persisted from 2027-Q4 into 2028-Q1 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q2,NW01,P01_NW01_PRESS_3,True,344955.49,no_lever_available,True,"NW01/P01_NW01_PRESS_3: bottleneck persisted from 2028-Q1 into 2028-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q3,NW01,P01_NW01_PRESS_3,True,345684.77,no_lever_available,True,"NW01/P01_NW01_PRESS_3: bottleneck persisted from 2028-Q2 into 2028-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q4,NW01,P01_NW01_PRESS_3,True,349420.4,no_lever_available,True,"NW01/P01_NW01_PRESS_3: bottleneck persisted from 2028-Q3 into 2028-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q1,NW01,P01_NW01_PRESS_4,False,0.0,no_lever_available,False,NW01/P01_NW01_PRESS_4: no prior quarter data — first planning period
mvp_3plant,2026-Q2,NW01,P01_NW01_PRESS_4,True,440402.76,no_lever_available,True,"NW01/P01_NW01_PRESS_4: bottleneck persisted from 2026-Q1 into 2026-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q3,NW01,P01_NW01_PRESS_4,True,455762.58,no_lever_available,True,"NW01/P01_NW01_PRESS_4: bottleneck persisted from 2026-Q2 into 2026-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q4,NW01,P01_NW01_PRESS_4,True,436691.36,no_lever_available,True,"NW01/P01_NW01_PRESS_4: bottleneck persisted from 2026-Q3 into 2026-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q1,NW01,P01_NW01_PRESS_4,True,442709.24,no_lever_available,True,"NW01/P01_NW01_PRESS_4: bottleneck persisted from 2026-Q4 into 2027-Q1 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q2,NW01,P01_NW01_PRESS_4,True,423203.62,no_lever_available,True,"NW01/P01_NW01_PRESS_4: bottleneck persisted from 2027-Q1 into 2027-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q3,NW01,P01_NW01_PRESS_4,True,449545.54,no_lever_available,True,"NW01/P01_NW01_PRESS_4: bottleneck persisted from 2027-Q2 into 2027-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q4,NW01,P01_NW01_PRESS_4,True,446700.91,no_lever_available,True,"NW01/P01_NW01_PRESS_4: bottleneck persisted from 2027-Q3 into 2027-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q1,NW01,P01_NW01_PRESS_4,True,447362.4,no_lever_available,True,"NW01/P01_NW01_PRESS_4: bottleneck persisted from 2027-Q4 into 2028-Q1 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q2,NW01,P01_NW01_PRESS_4,True,433418.2,no_lever_available,True,"NW01/P01_NW01_PRESS_4: bottleneck persisted from 2028-Q1 into 2028-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q3,NW01,P01_NW01_PRESS_4,True,445504.12,no_lever_available,True,"NW01/P01_NW01_PRESS_4: bottleneck persisted from 2028-Q2 into 2028-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q4,NW01,P01_NW01_PRESS_4,True,446748.6,no_lever_available,True,"NW01/P01_NW01_PRESS_4: bottleneck persisted from 2028-Q3 into 2028-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q1,NW01,P01_NW01_PRESS_5,False,0.0,no_lever_available,False,NW01/P01_NW01_PRESS_5: no prior quarter data — first planning period
mvp_3plant,2026-Q2,NW01,P01_NW01_PRESS_5,True,374148.76,no_lever_available,True,"NW01/P01_NW01_PRESS_5: bottleneck persisted from 2026-Q1 into 2026-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q3,NW01,P01_NW01_PRESS_5,True,351921.71,no_lever_available,True,"NW01/P01_NW01_PRESS_5: bottleneck persisted from 2026-Q2 into 2026-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q4,NW01,P01_NW01_PRESS_5,True,354366.54,no_lever_available,True,"NW01/P01_NW01_PRESS_5: bottleneck persisted from 2026-Q3 into 2026-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q1,NW01,P01_NW01_PRESS_5,True,363085.81,no_lever_available,True,"NW01/P01_NW01_PRESS_5: bottleneck persisted from 2026-Q4 into 2027-Q1 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q2,NW01,P01_NW01_PRESS_5,True,355178.22,no_lever_available,True,"NW01/P01_NW01_PRESS_5: bottleneck persisted from 2027-Q1 into 2027-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q3,NW01,P01_NW01_PRESS_5,True,361626.46,no_lever_available,True,"NW01/P01_NW01_PRESS_5: bottleneck persisted from 2027-Q2 into 2027-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q4,NW01,P01_NW01_PRESS_5,True,357507.02,no_lever_available,True,"NW01/P01_NW01_PRESS_5: bottleneck persisted from 2027-Q3 into 2027-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q1,NW01,P01_NW01_PRESS_5,True,367728.53,no_lever_available,True,"NW01/P01_NW01_PRESS_5: bottleneck persisted from 2027-Q4 into 2028-Q1 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q2,NW01,P01_NW01_PRESS_5,True,357619.74,no_lever_available,True,"NW01/P01_NW01_PRESS_5: bottleneck persisted from 2028-Q1 into 2028-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q3,NW01,P01_NW01_PRESS_5,True,376471.53,no_lever_available,True,"NW01/P01_NW01_PRESS_5: bottleneck persisted from 2028-Q2 into 2028-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q4,NW01,P01_NW01_PRESS_5,True,352765.89,no_lever_available,True,"NW01/P01_NW01_PRESS_5: bottleneck persisted from 2028-Q3 into 2028-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q1,NW01,P01_NW01_PRESS_6,False,0.0,no_lever_available,False,NW01/P01_NW01_PRESS_6: no prior quarter data — first planning period
mvp_3plant,2026-Q2,NW01,P01_NW01_PRESS_6,True,425580.06,no_lever_available,True,"NW01/P01_NW01_PRESS_6: bottleneck persisted from 2026-Q1 into 2026-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q3,NW01,P01_NW01_PRESS_6,True,396116.57,no_lever_available,True,"NW01/P01_NW01_PRESS_6: bottleneck persisted from 2026-Q2 into 2026-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q4,NW01,P01_NW01_PRESS_6,True,404322.39,no_lever_available,True,"NW01/P01_NW01_PRESS_6: bottleneck persisted from 2026-Q3 into 2026-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q1,NW01,P01_NW01_PRESS_6,True,411841.77,no_lever_available,True,"NW01/P01_NW01_PRESS_6: bottleneck persisted from 2026-Q4 into 2027-Q1 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q2,NW01,P01_NW01_PRESS_6,True,416725.83,no_lever_available,True,"NW01/P01_NW01_PRESS_6: bottleneck persisted from 2027-Q1 into 2027-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q3,NW01,P01_NW01_PRESS_6,True,407567.21,no_lever_available,True,"NW01/P01_NW01_PRESS_6: bottleneck persisted from 2027-Q2 into 2027-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2027-Q4,NW01,P01_NW01_PRESS_6,True,431928.7,no_lever_available,True,"NW01/P01_NW01_PRESS_6: bottleneck persisted from 2027-Q3 into 2027-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q1,NW01,P01_NW01_PRESS_6,True,424452.4,no_lever_available,True,"NW01/P01_NW01_PRESS_6: bottleneck persisted from 2027-Q4 into 2028-Q1 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q2,NW01,P01_NW01_PRESS_6,True,419595.24,no_lever_available,True,"NW01/P01_NW01_PRESS_6: bottleneck persisted from 2028-Q1 into 2028-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q3,NW01,P01_NW01_PRESS_6,True,415772.02,no_lever_available,True,"NW01/P01_NW01_PRESS_6: bottleneck persisted from 2028-Q2 into 2028-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2028-Q4,NW01,P01_NW01_PRESS_6,True,412887.41,no_lever_available,True,"NW01/P01_NW01_PRESS_6: bottleneck persisted from 2028-Q3 into 2028-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q1,NW02,P01_NW02_ASSY_1,False,0.0,no_lever_available,False,NW02/P01_NW02_ASSY_1: no prior quarter data — first planning period
mvp_3plant,2026-Q2,NW02,P01_NW02_ASSY_1,True,328991.34,no_lever_available,True,"NW02/P01_NW02_ASSY_1: bottleneck persisted from 2026-Q1 into 2026-Q2 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q3,NW02,P01_NW02_ASSY_1,True,335986.68,no_lever_available,True,"NW02/P01_NW02_ASSY_1: bottleneck persisted from 2026-Q2 into 2026-Q3 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
mvp_3plant,2026-Q4,NW02,P01_NW02_ASSY_1,True,323612.44,no_lever_available,True,"NW02/P01_NW02_ASSY_1: bottleneck persisted from 2026-Q3 into 2026-Q4 (39 prior weeks, 39 current weeks) — escalate lever: no_lever_available"
